product_option,image_url,quantity,default,freepik_prompt
Standard,https://img.b2bpic.net/premium-photo/design-engaging-letterhead-template-with-vibrant-colors-graphics-that-appeal-new-students_1270269-2422.jpg,1,false,"A photorealistic image of high-quality Presentation Folders, showcasing the Standard style."
Premiuem,https://img.b2bpic.net/premium-photo/horizontal-flyer-layout-business_1269188-54679.jpg,1,false,"A photorealistic image of high-quality Presentation Folders, showcasing the Premiuem style."
